GGAP,TFP
0.6,0.018121831
0.7,0.008973798
0.8,0.004538949
1.1,0.003793556
1,0.009160914
1.1,0.020725558
0.5,-0.001871457
1.5,-0.018247813
-0.1,0.000178072
0,-0.008022075
-0.1,0.00188558
-0.3,0.014651257
0.2,0.00110874
-0.4,0.00990112
-0.2,-0.004092313
-0.3,-0.007598729
0,-0.017674344
-0.1,0.013136855
-0.2,-0.001369045
-0.1,-0.005203811
-0.7,-0.007046418
-0.1,0.028933252
-1.8,-0.034073885
-0.1,0.001957425
2.1,0.014682507
1.6,-0.004347634
1.5,-0.050496917
,-1.263041632
0.28,-0.000792301
0.18,-0.00723741
0.3,-0.006981543
0.38,-0.029697357
0.36,-0.008159767
-0.02,0.006490857
0.28,0.004162188
0.1,-0.005118195
0.28,-0.010723652
0.2,-0.004491204
0.2,-0.005125999
0.3,-0.013694943
0.1,0.001538261
0.78,0.022556454
0.98,-9.25E-05
0.58,0.002256788
0.6,0.012637101
0.68,0.01174382
0.78,-0.001207933
1.06,0.001142025
0.98,0.00530692
1.08,0.019144021
0.5,-0.003211829
1.48,-0.010540619
-0.1,-5.79E-05
0,-0.005569093
-0.1,0.001384128
-0.3,0.009702618
0.2,-0.000133674
-0.38,0.006273266
-0.2,-0.005761715
-0.28,-0.005572583
-0.02,-0.017839349
-0.12,0.014200983
-0.2,0.000620601
-0.08,-0.006294952
-0.7,-0.00121229
-0.1,0.021513372
-1.82,-0.032082259
-0.1,-0.000705404
2.06,0.008508625
1.58,-0.010410585
1.46,-0.041354713
,-6.974903835
0.26,-9.08E-05
0.16,-0.00863543
0.3,-0.007102645
0.36,-0.038837064
0.32,-0.011333436
-0.04,-0.00367158
0.26,0.003142785
0.1,-0.007999957
0.26,-0.013880194
0.2,-0.006170259
0.2,-0.007087257
0.3,-0.012383165
0.1,0.009281682
0.76,0.006259942
0.96,-0.003606065
0.56,0.000327106
0.6,0.004284763
0.66,0.013145233
0.76,-0.027312737
1.02,-0.00465403
0.96,0.002325793
1.06,0.012491376
0.5,-0.005972361
1.46,-0.010820465
-0.1,0.000857857
0,-0.004251068
-0.1,0.0022777
-0.3,-0.00454767
0.2,-0.003152935
-0.36,-0.003155305
-0.2,-0.015477696
-0.26,-0.008354845
-0.04,-0.014107468
-0.14,0.010309476
-0.2,0.000911745
-0.06,-0.003361656
-0.7,-0.002444758
-0.1,0.007588246
-1.84,-0.026663948
-0.1,-0.003878214
2.02,0.006978059
1.56,-0.010608473
1.42,-0.031620152
,-1.435028621
0.24,0.005969766
0.14,-0.004014381
0.3,-0.00348688
0.34,-0.036609476
0.28,-0.010889777
-0.06,0.00152244
0.24,0.005832554
0.1,-0.005220523
0.24,-0.011146609
0.2,-0.005653696
0.2,-0.005754817
0.3,-0.009076848
0.1,0.018156124
0.74,0.007670092
0.94,-0.003458364
0.54,0.001269167
0.6,0.003153818
0.64,0.015126422
0.74,-0.026294924
0.98,0.001534724
0.94,0.003220945
1.04,0.00913684
0.5,-0.006523777
1.44,0.003231847
-0.1,0.004131801
0,-0.000183558
-0.1,0.003953591
-0.3,-0.004876468
0.2,-0.00064664
-0.34,-0.006991583
-0.2,-0.013567725
-0.24,0.000977245
-0.06,-0.008833712
-0.16,0.010655016
-0.2,0.005903811
-0.04,0.001252993
-0.7,-0.001402422
-0.1,0.012468871
-1.86,-0.029073201
-0.1,0.001636901
1.98,0.012795689
1.54,-0.011126826
1.38,-0.035329527
0.22,0.012348289
0.12,0.003467303
0.3,0.001963046
0.32,-0.025963952
0.24,0.000280022
-0.08,0.00260225
0.22,-4.46E-05
0.1,-0.00110433
0.22,-0.002680679
0.2,-0.002568488
0.2,-0.003078405
0.3,0.002154872
0.1,0.025924905
0.72,0.00778038
0.92,0.001969665
0.52,0.012154575
0.6,0.013359702
0.62,0.018887343
0.72,-0.015964776
0.94,0.005773974
0.92,0.009835113
1.02,0.010544734
0.5,0.001625038
1.42,0.016002669
-0.1,0.003417238
0,0.006205264
-0.1,0.004796803
-0.3,0.00042298
0.2,0.004026418
-0.32,-0.007445261
-0.2,-0.001261718
-0.22,0.015266298
-0.08,-0.003972355
-0.18,0.009379161
-0.2,0.010689089
-0.02,0.008808139
-0.7,-0.000975763
-0.1,0.021969482
-1.88,-0.031160175
-0.1,0.01046874
1.94,0.01534122
1.52,-0.009456047
1.34,-0.02518645
0.2,0.0069611
0.1,0.003217754
0.3,0.000663308
0.3,-0.022551028
0.2,0.002299019
-0.1,0.012699969
0.2,0.004906269
0.1,-0.003237861
0.2,-0.005357807
0.2,-0.013909317
0.2,-0.001207394
0.3,0.003875324
0.1,0.022318121
0.7,-0.000502822
0.9,0.001788833
0.5,0.008651472
0.6,0.006724292
0.6,0.018176253
0.7,-0.028263267
0.9,-0.010791511
0.9,0.001742585
1,0.003094692
0.5,-0.000833332
1.4,0.011642737
-0.1,0.005364107
0,0.00316853
-0.1,0.003290601
-0.3,-0.011960422
0.2,0.002354112
-0.3,-0.021428632
-0.2,-0.006194833
-0.2,0.040061649
-0.1,-0.001503942
-0.2,0.004537959
-0.2,0.006882263
0,0.005775433
-0.7,-0.002106273
-0.1,0.004605474
-1.9,-0.048449551
-0.1,0.00815179
1.9,0.018090697
1.5,-0.004716314
1.3,-0.02343365
